City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
132,stanley,54.868,-1.6985,10.71,88,20,3.09,GB,1695091363
133,moyale,3.5167,39.0584,19.06,73,84,3.89,KE,1695091363
134,port blair,11.6667,92.75,28.02,83,40,2.57,IN,1695091364
135,east london,-33.0153,27.9116,13.88,79,0,1.83,ZA,1695091301
136,jamestown,42.097,-79.2353,16.77,98,100,1.54,US,1695091125
137,hadithah,34.1397,42.3781,27.59,28,0,3.36,IQ,1695091364
138,oodweyne,9.4092,45.064,24.26,55,95,6.53,SO,1695091365
139,springhill,33.006,-93.4668,23.94,48,0,2.32,US,1695091365
140,westport,41.1415,-73.3579,17.12,90,0,3.13,US,1695091365
141,barcelos,41.5388,-8.6151,17.69,92,32,1.23,PT,1695091366
142,guarapari,-20.6667,-40.4975,22.16,85,0,5.25,BR,1695091366
143,ilulissat,69.2167,-51.1,0.01,59,0,3.09,GL,1695091367
144,puerto aysen,-45.4,-72.7,-2.79,98,79,0.35,CL,1695091367
145,talnakh,69.4865,88.3972,2.34,98,100,5.34,RU,1695091367
146,amga,60.8953,131.9608,1.59,74,100,4.59,RU,1695091367
147,stiens,53.2623,5.7577,15.55,70,75,6.69,NL,1695091368
148,salalah,17.0151,54.0924,27.05,89,75,2.57,OM,1695091354
149,ancud,-41.8697,-73.8203,2.87,84,14,2.56,CL,1695091368
150,sekong,-6.3996,106.0252,32.26,50,100,0.25,ID,1695091369
151,karratha,-20.7377,116.8463,30.74,34,39,5.9,AU,1695091369
152,quellon,-43.1167,-73.6167,2.23,81,19,1.7,CL,1695091369
153,port saint john's,-31.6229,29.5448,16.89,82,67,1.7,ZA,1695091370
154,mahibadhoo,3.7833,72.9667,26.2,83,100,3.77,MV,1695091370
155,saldanha,-33.0117,17.9442,9.03,83,100,1.3,ZA,1695091370
156,panacan,9.2463,118.4082,29.63,71,81,2.8,PH,1695091370
157,badger,64.8,-147.5333,6.95,87,100,2.06,US,1695091371
158,keflavik,64.0049,-22.5624,10.24,81,75,7.2,IS,1695091371
159,hawaiian paradise park,19.5933,-154.9731,27.63,78,75,4.12,US,1695091371
160,worland,44.0169,-107.9554,24.82,26,20,3.09,US,1695091372
161,leava,-14.3,-178.1667,27.11,78,73,10.3,WF,1695091372
162,st. john's,47.5649,-52.7093,10.99,92,100,3.13,CA,1695091112
163,west island,-12.1568,96.8225,26.99,65,75,7.72,CC,1695091373
164,mccook,40.2019,-100.6257,24.25,51,0,4.12,US,1695091373
165,la ronge,55.1001,-105.2842,15.14,58,75,1.54,CA,1695091373
166,morehead city,34.7229,-76.726,21.67,87,0,0.0,US,1695091373
167,okhotsk,59.3833,143.3,5.92,92,100,3.66,RU,1695091374
168,haiku-pauwela,20.9219,-156.3051,29.01,61,20,10.29,US,1695091374
169,labytnangi,66.6572,66.4183,6.83,97,100,1.46,RU,1695091374
170,nuku'alofa,-21.1333,-175.2,23.19,68,75,6.69,TO,1695091374
171,sandnessjoen,66.0217,12.6316,9.29,79,100,8.98,NO,1695091375
172,utrik,11.2278,169.8474,28.51,77,83,5.37,MH,1695091375
173,krasnovishersk,60.4078,57.082,7.3,91,100,3.82,RU,1695091375
174,san antonio de pale,-1.4014,5.6325,24.02,86,70,5.95,GQ,1695091376
175,ivdel',60.6911,60.4206,8.91,75,65,4.51,RU,1695091376
176,vernon,50.2581,-119.2691,16.2,53,8,2.02,CA,1695091376
177,vorgashor,67.5833,63.95,4.79,87,100,4.07,RU,1695091377
178,scarborough,54.2797,-0.4044,10.76,86,67,4.02,GB,1695091196
179,camana,-16.6228,-72.7111,18.38,87,72,3.52,PE,1695091377
180,raiwind,31.2544,74.2178,22.06,94,95,2.91,PK,1695091377
181,tabuk,17.4189,121.4443,30.24,71,60,1.62,PH,1695091378
182,piripiri,-4.2733,-41.7769,23.19,69,9,1.73,BR,1695091378
183,sitka,57.0531,-135.33,10.94,71,100,6.69,US,1695091379
184,atafu village,-8.5421,-172.5159,28.29,79,31,6.31,TK,1695091379
185,uturoa,-16.7333,-151.4333,25.07,78,80,9.59,PF,1695091379
186,port hedland,-20.3167,118.5667,31.03,45,88,1.54,AU,1695091380
187,autlan de navarro,19.7667,-104.3667,21.54,96,53,0.74,MX,1695091380
188,fernie,49.5,-115.0687,16.05,56,59,3.47,CA,1695091380
189,horta,38.5333,-28.6333,21.12,75,100,4.92,PT,1695091381
190,stuttgart,48.7823,9.177,17.54,83,20,2.06,DE,1695091381
191,kosong,38.3788,128.4676,26.27,61,89,2.76,KR,1695091381
192,genhe,50.7833,121.5167,9.55,37,4,4.35,CN,1695091381
193,mirny,62.5353,113.9611,4.02,60,46,4.02,RU,1695091382
194,ulsteinvik,62.3432,5.8487,19.5,80,69,2.39,NO,1695091382
195,namibe,-15.1961,12.1522,19.61,87,100,2.95,AO,1695091382
196,plettenberg bay,-34.0527,23.3716,11.54,79,13,1.72,ZA,1695091383
197,chokwe,-24.5333,32.9833,17.32,90,0,2.43,MZ,1695091383
198,new norfolk,-42.7826,147.0587,22.06,29,27,7.02,AU,1695091383
199,egilsstadir,65.2653,-14.3948,7.95,87,100,3.6,IS,1695091384
200,fort bragg,35.139,-79.006,19.39,86,0,1.54,US,1695091384
201,caluula,11.9661,50.7569,31.42,62,100,0.7,SO,1695091384
202,libreville,0.3925,9.4537,26.01,89,40,2.57,GA,1695091384
203,lihue,21.9789,-159.3672,27.77,73,75,5.14,US,1695091385
204,nuuk,64.1835,-51.7216,2.34,69,4,2.57,GL,1695091385
205,trujillo,-8.116,-79.03,19.98,83,100,3.09,PE,1695091261
206,saint-philippe,-21.3585,55.7679,20.77,81,39,5.55,RE,1695091386
207,salinas,36.6777,-121.6555,19.42,80,0,3.6,US,1695091123
208,geraldton,-28.7667,114.6,19.23,63,100,4.12,AU,1695091386
209,zahedan,29.4963,60.8629,15.95,27,0,3.09,IR,1695091206
210,safotu,-13.4513,-172.4018,27.11,85,75,12.16,WS,1695091387
211,tura,25.5198,90.2201,24.01,95,100,2.09,IN,1695091387
212,amos,48.5669,-78.1162,5.69,87,0,2.33,CA,1695091254
213,al bawiti,28.3492,28.8659,23.32,52,0,2.25,EG,1695091388
214,stanthorpe,-28.6667,151.95,22.46,44,0,2.34,AU,1695091388
215,nagqu,31.5,92.0,5.68,84,95,2.78,CN,1695091388
216,bodo,67.28,14.405,10.25,72,100,9.26,NO,1695091389
217,amuntai,-2.4177,115.2494,30.11,67,89,0.54,ID,1695091389
218,chonchi,-42.6128,-73.8092,1.73,92,10,0.76,CL,1695091389
219,strezhevoy,60.7333,77.5889,7.76,74,37,2.24,RU,1695091390
220,sinabang,2.4803,96.3801,28.08,79,64,1.74,ID,1695091390
221,outjo,-20.1167,16.15,14.85,43,47,3.49,NA,1695091390
222,burutu,5.3509,5.5076,24.15,93,100,1.97,NG,1695091391
223,college,64.8569,-147.8028,6.99,84,75,2.06,US,1695091391
224,portland,45.5234,-122.6762,19.97,48,0,5.14,US,1695091374
225,san-pedro,4.7485,-6.6363,24.08,93,96,1.95,CI,1695091392
226,klyuchi,52.2667,79.1667,14.34,74,99,2.08,RU,1695091392
227,the pas,53.8251,-101.2541,17.01,77,52,1.03,CA,1695091392
228,gornozavodsk,58.3758,58.3211,7.72,88,50,2.41,RU,1695091393
229,santana,-0.0583,-51.1817,29.1,74,0,4.63,BR,1695091239
230,presidente medici,-11.1753,-61.9014,28.86,53,59,1.72,BR,1695091393
231,selfoss,63.9331,-20.9971,9.47,84,100,8.24,IS,1695091393
232,luanda,-8.8368,13.2343,22.0,88,11,2.06,AO,1695091316
233,kismayo,-0.3582,42.5454,24.95,86,75,6.26,SO,1695091394
234,lompoc,34.6391,-120.4579,19.88,83,0,6.71,US,1695091394
235,koulamoutou,-1.1303,12.4736,20.95,98,100,0.35,GA,1695091395
236,tambo,-14.8,-73.9167,3.64,56,98,2.59,PE,1695091395
237,kristiansund,63.1115,7.732,17.36,55,50,4.63,NO,1695091395
238,chui,-33.6971,-53.4616,13.12,91,85,4.61,UY,1695091396
239,cadillac,44.2519,-85.4012,7.11,93,0,0.0,US,1695091395
240,necochea,-38.5473,-58.7368,4.1,88,39,3.19,AR,1695091396
241,malango,-2.9627,119.9001,27.62,59,67,1.79,ID,1695091397
242,ha'il,27.5219,41.6907,27.01,19,0,1.03,SA,1695091397
243,vilyuysk,63.7553,121.6247,4.9,57,35,2.68,RU,1695091397
244,choibalsan,48.0667,114.5,17.02,41,21,2.75,MN,1695091397
245,tromso,69.6496,18.957,4.01,81,75,4.63,NO,1695091398
246,cabo san lucas,22.8909,-109.9124,31.61,37,20,4.63,MX,1695091398
247,sao jose da coroa grande,-8.8978,-35.1478,23.44,90,21,3.48,BR,1695091399
248,corner brook,48.9667,-57.9484,10.09,84,100,2.49,CA,1695091240
249,mar del plata,-38.0023,-57.5575,8.38,72,0,3.09,AR,1695091399
250,salym,60.0625,71.4789,12.91,76,55,3.39,RU,1695091400
251,nyurba,63.2842,118.3319,6.28,46,17,3.43,RU,1695091400
252,muang phon-hong,18.4928,102.4172,25.46,90,100,0.38,LA,1695091400
253,leer,53.2316,7.461,14.44,93,10,5.89,DE,1695091400
254,acarau,-2.8856,-40.12,25.92,82,22,6.62,BR,1695091401
255,ta`u,-14.2336,-169.5144,26.24,79,69,12.53,AS,1695091401
256,pedernales,18.0384,-71.744,28.27,74,100,0.73,DO,1695091401
257,chanika,-5.4167,38.0167,19.97,76,100,2.07,TZ,1695091402
258,mglin,53.0591,32.8475,11.45,67,1,3.42,RU,1695091402
259,gummi,12.1436,5.1081,23.84,90,82,1.01,NG,1695091403
260,nyagan,62.1406,65.3936,14.12,54,100,4.08,RU,1695091403
261,guledagudda,16.05,75.8,25.24,71,70,7.46,IN,1695091404
262,gizo,-8.103,156.8419,27.51,83,99,7.44,SB,1695091404
263,kalaleh,37.3807,55.4916,19.78,64,100,2.06,IR,1695091404
264,christchurch,-43.5333,172.6333,22.11,32,0,6.17,NZ,1695091168
265,posto fiscal rolim de moura,-13.0833,-62.2667,29.84,43,80,1.02,BR,1695091405
266,letohrad,50.0358,16.4988,18.24,90,100,3.2,CZ,1695091405
267,oyama,36.3,139.8,32.55,50,38,1.61,JP,1695091405
268,palikir - national government center,6.9248,158.1611,28.41,84,100,3.09,FM,1695091406
269,ola,59.5833,151.2833,10.08,55,100,0.61,RU,1695091406
270,frenchville,-23.3442,150.5507,27.52,36,40,2.06,AU,1695091406
271,williston,48.147,-103.618,22.95,33,36,2.5,US,1695091407
272,padul,37.018,-3.6693,18.78,62,100,0.94,ES,1695091407
273,al ghayzah,16.2079,52.176,27.23,87,100,2.16,YE,1695091407
274,saint-pierre,-21.3393,55.4781,20.87,64,75,2.57,RE,1695091408
275,krasnoshchekovo,51.6708,82.7289,14.55,67,92,1.31,RU,1695091408
276,moranbah,-22.0016,148.0466,27.41,32,4,3.41,AU,1695091408
277,ketchikan,55.3422,-131.6461,11.26,87,100,4.12,US,1695091409
278,kavaratti,10.5669,72.642,28.1,77,71,4.7,IN,1695091409
279,hamilton,39.1834,-84.5333,16.54,77,0,0.89,US,1695091396
280,pankovka,58.5,31.1999,10.2,79,71,3.13,RU,1695091409
281,menongue,-14.6585,17.691,17.36,33,81,1.9,AO,1695091410
282,noumea,-22.2763,166.4572,22.99,99,40,7.5,NC,1695091410
283,takoradi,4.8845,-1.7554,23.44,95,31,2.1,GH,1695091410
284,nueva gerona,21.8833,-82.8,29.25,67,5,2.06,CU,1695091411
285,inhambane,-23.865,35.3833,19.67,87,3,2.9,MZ,1695091411
286,remire-montjoly,4.9167,-52.2667,26.02,94,0,1.03,GF,1695091411
287,tutoia,-2.7619,-42.2744,26.11,87,26,5.25,BR,1695091412
288,visakhapatnam,17.69,83.2093,26.94,89,75,1.54,IN,1695091412
289,sirur,18.8333,74.3833,24.88,75,49,6.03,IN,1695091412
290,muravlenko,63.7898,74.523,7.01,72,100,9.05,RU,1695091413
291,khao yoi,13.2403,99.8243,31.11,62,88,1.85,TH,1695091413
292,cockburn town,21.4612,-71.1419,28.95,77,6,7.48,TC,1695091413
293,coahuayana de hidalgo,18.7,-103.6583,26.1,83,6,0.41,MX,1695091414
294,shambu,9.5667,37.1,10.94,96,100,1.12,ET,1695091414
295,tepalcingo,18.6,-98.85,19.25,93,97,1.45,MX,1695091414
296,iquique,-20.2208,-70.1431,19.02,77,33,1.64,CL,1695091414
297,sayan,-11.1361,-77.1933,21.89,76,29,0.6,PE,1695091415
298,quixeramobim,-5.1992,-39.2928,25.4,73,15,1.94,BR,1695091415
299,gumaca,13.9197,122.1003,30.68,66,93,1.88,PH,1695091415
300,ust-nera,64.5667,143.2,3.65,63,62,2.28,RU,1695091416
301,najran,17.4924,44.1277,24.36,23,93,1.85,SA,1695091337
302,stony plain,53.5334,-114.0021,12.86,57,0,2.06,CA,1695091416
303,yanam,16.7333,82.2167,28.13,80,100,2.75,IN,1695091416
304,hermanus,-34.4187,19.2345,7.67,84,100,2.32,ZA,1695091417
305,mejit,10.2753,170.8646,28.52,76,31,5.02,MH,1695091417
306,darwin,-12.4611,130.8418,31.61,39,0,5.14,AU,1695091373
307,enewetak,11.3474,162.3373,26.51,85,100,7.59,MH,1695091418
308,usinsk,65.9939,57.5281,6.9,92,100,11.27,RU,1695091261
309,carutapera,-1.195,-46.02,25.8,87,0,3.33,BR,1695091418
310,klaksvik,62.2266,-6.589,9.51,94,100,8.75,FO,1695091418
311,hovd,48.0056,91.6419,12.46,44,4,0.73,MN,1695091419
312,margate,51.3813,1.3862,13.5,76,100,2.68,GB,1695091419
313,kirakira,-10.4544,161.9205,29.16,74,88,7.09,SB,1695091419
314,denov,38.2667,67.9,23.67,24,0,0.45,UZ,1695091420
315,salinopolis,-0.6136,-47.3561,26.05,86,9,3.56,BR,1695091420
316,jayapura,-2.5333,140.7,29.66,66,90,2.87,ID,1695091420
317,aleg,17.0481,-13.9209,31.93,49,77,3.7,MR,1695091421
318,kapuskasing,49.4169,-82.4331,4.05,87,20,1.03,CA,1695091421
319,zhovkva,50.0583,23.9726,16.05,72,99,3.64,UA,1695091421
320,nemuro,43.3236,145.575,17.46,95,100,2.14,JP,1695091422
321,komotini,41.1228,25.3964,14.94,83,0,3.48,GR,1695091422
322,recani,31.2846,-4.2688,26.96,40,97,2.67,MA,1695091422
323,shunyi,40.125,116.6453,22.97,49,0,4.02,CN,1695091423
324,abu road,24.4833,72.7833,24.66,96,100,2.58,IN,1695091423
325,sbikha,35.9333,10.0208,25.98,32,80,0.77,TN,1695091423
326,mount pearl,47.5166,-52.7813,11.19,92,100,3.09,CA,1695091424
327,upata,8.0086,-62.3989,24.4,72,43,2.09,VE,1695091424
328,puerto baquerizo moreno,-0.9,-89.6,22.71,91,37,3.8,EC,1695091424
329,kichmengskiy gorodok,59.9816,45.7854,3.2,96,66,1.99,RU,1695091424
330,kayangel,8.0823,134.7173,28.13,77,41,1.44,PW,1695091425
331,kigorobya,1.6162,31.3089,18.61,92,96,1.19,UG,1695091425
332,fairmont,39.4851,-80.1426,14.94,95,67,0.72,US,1695091425
333,priego de cordoba,37.4381,-4.1952,17.09,58,96,1.15,ES,1695091426
334,nikolayevsk-on-amure,53.1406,140.73,9.28,90,100,2.02,RU,1695091426
335,san patricio,28.017,-97.5169,29.92,59,0,4.9,US,1695091426
336,arroyito,-31.4202,-63.05,11.17,44,24,3.75,AR,1695091427
337,enriquillo,17.9,-71.2333,27.16,84,92,3.32,DO,1695091427
338,datong,40.0936,113.2914,18.3,32,100,1.55,CN,1695091427
339,ambon,-3.6954,128.1814,29.08,70,40,3.09,ID,1695091428
340,tshabong,-26.05,22.45,15.34,17,8,3.35,BW,1695091428
341,hadibu,12.65,54.0333,26.22,81,99,7.54,YE,1695091428
342,aurangabad,19.8833,75.3333,24.59,78,26,6.0,IN,1695091342
343,newman,37.3138,-121.0208,26.13,15,1,3.18,US,1695091429
344,fort mcmurray,56.7268,-111.381,10.77,71,0,3.09,CA,1695091396
345,dizangue,3.7667,9.9833,24.64,98,98,0.57,CM,1695091430
346,katsuren-haebaru,26.3369,127.8719,32.21,64,75,4.63,JP,1695091430
347,prado,-17.3411,-39.2208,22.8,84,65,2.79,BR,1695091131
348,ha giang,22.8333,104.9833,30.02,76,66,1.49,VN,1695091430
349,preobrazheniye,42.9019,133.9064,23.13,75,38,4.45,RU,1695091431
350,pasni,25.2631,63.471,26.47,88,66,4.04,PK,1695091431
351,fort smith,35.3859,-94.3986,25.03,54,0,1.54,US,1695091431
352,mezhdurechensk,53.6942,88.0603,14.96,73,98,0.51,RU,1695091432
353,toliara,-23.35,43.6667,20.91,81,0,4.61,MG,1695091432
354,am timan,11.0297,20.2827,21.75,90,97,1.76,TD,1695091432
355,sungai raya,0.7,108.9,25.88,84,100,1.06,ID,1695091433
356,acapulco de juarez,16.8634,-99.8901,29.9,74,100,3.6,MX,1695091433
357,cole harbour,44.6724,-63.4751,16.77,96,100,4.63,CA,1695091433
358,north logan,41.7694,-111.8047,20.82,54,20,1.54,US,1695091433
359,boyolangu,-8.1181,111.8935,29.99,100,13,5.03,ID,1695091434
360,kingston,17.997,-76.7936,29.53,77,20,2.57,JM,1695091434
361,krasnyy kut,50.95,46.9667,13.92,67,65,3.57,RU,1695091434
362,lysekil,58.2743,11.4358,17.28,87,72,10.73,SE,1695091434
363,conduaga,8.862,117.4893,30.03,69,86,1.49,PH,1695091435
364,hinatuan,8.3722,126.3342,28.99,76,48,2.0,PH,1695091435
365,kambove,-10.8764,26.5969,16.05,38,31,0.66,CD,1695091435
366,antofagasta,-23.65,-70.4,15.6,77,39,3.67,CL,1695091404
367,souillac,-20.5167,57.5167,22.21,83,40,3.6,MU,1695091436
368,benghazi,32.1167,20.0667,24.31,70,0,3.72,LY,1695091436
369,cenes de la vega,37.1564,-3.5365,16.31,63,100,0.78,ES,1695091436
370,caringin,-6.7061,106.8214,31.38,53,98,1.19,ID,1695091437
371,at taj,24.2049,23.2857,23.47,38,0,4.02,LY,1695091437
372,pampierstad,-27.7832,24.6877,12.7,24,0,3.79,ZA,1695091438
373,galesong,-5.3166,119.3661,33.01,57,6,1.79,ID,1695091438
374,kolonia town,6.964,158.206,29.0,84,100,3.09,FM,1695091438
375,sinop,41.7711,34.8709,11.51,59,0,1.93,TR,1695091438
376,raja,8.4596,25.678,21.28,90,100,1.93,SS,1695091439
377,labuan,5.2767,115.2417,28.2,78,20,1.54,MY,1695091439
378,hargeysa,9.56,44.065,21.27,69,81,9.45,SO,1695091439
379,siwa oasis,29.2041,25.5195,24.43,64,0,2.97,EG,1695091440
380,qui nhon,13.7667,109.2333,29.92,67,100,0.89,VN,1695091440
381,likiep,9.8251,169.3107,27.31,81,89,3.23,MH,1695091441
382,lerwick,60.1545,-1.1494,11.0,78,90,9.42,GB,1695091441
383,sola,-13.8833,167.55,25.96,86,55,8.85,VU,1695091441
384,lamu,-2.2717,40.902,25.12,83,71,5.53,KE,1695091442
385,gillette,44.2911,-105.5022,21.08,35,0,2.06,US,1695091442
386,sechura,-5.5569,-80.8222,20.39,85,12,5.29,PE,1695091442
387,gaspe,48.8334,-64.4819,14.95,94,100,3.09,CA,1695091443
388,chela,34.069,104.4619,13.66,96,100,2.39,CN,1695091443
389,nyrob,60.733,56.7202,7.3,93,100,4.4,RU,1695091443
390,turar ryskulov,42.5333,70.3333,21.22,25,100,1.62,KZ,1695091443
391,taroa,8.7058,171.2275,28.34,76,100,2.87,MH,1695091444
392,sena madureira,-9.0656,-68.6569,24.42,75,14,1.09,BR,1695091444
393,lagunas,-5.2269,-75.6753,24.61,85,88,1.39,PE,1695091444
394,tofol,5.3248,163.0078,27.88,83,100,9.26,FM,1695091445
395,sault ste. marie,46.5168,-84.3333,11.9,80,0,4.12,CA,1695091160
396,la'ie,21.6477,-157.9253,30.98,75,100,2.68,US,1695091445
397,pimentel,-6.8367,-79.9342,21.16,78,0,6.17,PE,1695091446
398,papao,-17.75,-149.55,25.82,87,100,7.42,PF,1695091446
399,twon-brass,4.3151,6.2418,25.74,84,100,3.8,NG,1695091446
400,dien bien phu,21.3833,103.0167,27.71,74,74,1.15,VN,1695091447
401,chegdomyn,51.1167,133.0167,10.3,96,100,2.83,RU,1695091447
402,melekeok village,7.4957,134.6367,29.31,79,75,4.12,PW,1695091447
403,roma,43.2128,-75.4557,14.93,94,0,0.0,US,1695091448
404,zhangye,38.9342,100.4517,19.72,26,4,2.52,CN,1695091448
405,carnarvon,-24.8667,113.6333,21.12,45,0,8.63,AU,1695091448
